Article,What does it conceptualize?,Usual modeling characteristics,Is it a statistically validated measure?,Scale Name,Parent Scale,Sub Scale,Scale / Item,Text of the item,"Is it reverse coded 
or transformed?",Does this item potentially contain identifying information?,Type of scale,Scoring,Type of data,Time Stem,Top-level question,Anchors/answers or mapping/representation (numeric),Anchors/answers or mapping/representation (nominal),Delivery mechanism,How frequently is it delivered?,Citation,Notes,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,General Activities,Quality of Life Enjoyment and Satisfaction Questionnaire (long form),NA,,,,,,,,,,,,,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,"been completely free of aches, pains or discomfort?",0,0,multiple choice,factor analysis,ordinal,During the past week__,"With regard to your physical health, during the past week, how much of the time have you __",1-5.,"1 = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt rested?,0,0,multiple choice,factor analysis,ordinal,During the past week__,"With regard to your physical health, during the past week, how much of the time have you __",1-5.,"1 = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt energetic?,0,0,multiple choice,factor analysis,ordinal,During the past week__,"With regard to your physical health, during the past week, how much of the time have you __",1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt in excellent physical health?,0,0,multiple choice,factor analysis,ordinal,During the past week__,"With regard to your physical health, during the past week, how much of the time have you __",1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt in at least very good physical health?,0,0,multiple choice,factor analysis,ordinal,During the past week__,"With regard to your physical health, during the past week, how much of the time have you __",1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,been free of worry about your physical health?,0,0,multiple choice,factor analysis,ordinal,During the past week__,"With regard to your physical health, during the past week, how much of the time have you __",1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt you got enough sleep?,0,0,multiple choice,factor analysis,ordinal,During the past week__,"With regard to your physical health, during the past week, how much of the time have you __",1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt able to be as physically active as needed?,0,0,multiple choice,factor analysis,ordinal,During the past week__,"With regard to your physical health, during the past week, how much of the time have you __",1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt well coordinated?,0,0,multiple choice,factor analysis,ordinal,During the past week__,"With regard to your physical health, during the past week, how much of the time have you __",1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt your memory was functioning well?,0,0,multiple choice,factor analysis,ordinal,During the past week__,"With regard to your physical health, during the past week, how much of the time have you __",1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt good physically?,0,0,multiple choice,factor analysis,ordinal,During the past week__,"With regard to your physical health, during the past week, how much of the time have you __",1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt full of pep and vitality?,0,0,multiple choice,factor analysis,ordinal,During the past week__,"With regard to your physical health, during the past week, how much of the time have you __",1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,been free of visual problems?,0,0,multiple choice,factor analysis,ordinal,During the past week__,"With regard to your physical health, during the past week, how much of the time have you __",1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt clearheaded?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt satisfied with your life?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt good about your appearance?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt happy or cheerful?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt independent?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt content?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt able to communicate with others?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,"felt interested in taking care of your appearance (hair, clothing) and personal hygiene (bathing, dressing)?",0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt able to make decisions?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt relaxed?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt good about your life?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,"felt able to travel about to get things done when needed (walk, use car, bus, train, or whatever is available as needed)?",0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt able to deal with life's problems?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,felt able to take care of yourself?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how much of the time have you __,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,enjoyed your work?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,solved work problems or dealth with them without undue stress?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,thought clearly about work?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,"been decisive about work, or made decisions when needed?",0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,accomplished what you wanted to do?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,been pleased with your work accomplishments?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,worked well?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,been interested in you work?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,concentrated on your work?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,worked carefully?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,kept up with expected work?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,taken care of work by yourself when it was necessary?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,communicated and interacted with ease with others while working?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,kept your room/apartment/house cleaned to your satisfaction?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,"paid the bills, done the banking to your satisfaction?",0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,shopped for food or other household items to your satisfaction?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,taken care of the laundry/cleaning to your satisfaction?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,had a feeling of accomplishment with regard to household activities?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
"Support, Mutual Aid and Recovery from Dual Diagnosis",,,,NA,,,Item,concentrated and thought clearly about what household activities needed to be done?,0,0,multiple choice,factor analysis,ordinal,During the past week__,how often have you__,1-5.,"1. = not at all or never, 2 = rarely, 3 = sometimes, 4 = often or most of the time, 5 = frequently or all of the time",,,,,
